epoch,step,train_avg_p,train_bias,train_exp_L0,train_loss,train_sum_p,train_var_term,val_avg_p,val_bias,val_exp_L0,val_loss,val_sum_p,val_var_term
0,11,,,,,,,0.027677912265062332,0.0014504973078146577,11.071165084838867,0.0014506005682051182,11.071165084838867,0.10322654992341995
1,23,,,,,,,0.0288817398250103,0.0011564487358555198,11.552695274353027,0.0011566344182938337,11.552695274353027,0.18567974865436554
2,35,,,,,,,0.029371438547968864,0.0009814230725169182,11.748575210571289,0.000981664750725031,11.748575210571289,0.24177254736423492
3,47,,,,,,,0.03158468008041382,0.0008721203776076436,12.633872032165527,0.0008724587969481945,12.633872032165527,0.338448703289032
4,49,0.03177425265312195,0.0008550017955712974,12.709701538085938,0.0008553481311537325,12.709701538085938,0.34631624817848206,,,,,,
4,59,,,,,,,0.03355490043759346,0.0007807440706528723,13.421960830688477,0.0007811685209162533,13.421960830688477,0.4245111048221588
5,71,,,,,,,0.03593980520963669,0.0007111820159479976,14.375922203063965,0.0007117078639566898,14.375922203063965,0.5258690714836121
6,83,,,,,,,0.038839224725961685,0.0006537606241181493,15.535689353942871,0.0006544041098095477,15.535689353942871,0.643454372882843
7,95,,,,,,,0.04149649664759636,0.0006040772423148155,16.59859848022461,0.0006048263749107718,16.59859848022461,0.7491495013237
8,99,0.04215356707572937,0.0005787376430816948,16.861427307128906,0.0005795136094093323,16.861427307128906,0.7759588956832886,,,,,,
8,107,,,,,,,0.04410868138074875,0.0005611582892015576,17.64347267150879,0.0005620084120891988,17.64347267150879,0.8501882553100586
9,119,,,,,,,0.046846624463796616,0.0005238942103460431,18.738649368286133,0.0005248477100394666,18.738649368286133,0.9534921050071716
10,131,,,,,,,0.049684491008520126,0.0004911645082756877,19.873794555664062,0.0004922213265672326,19.873794555664062,1.0568304061889648
11,143,,,,,,,0.052534811198711395,0.0004623497079592198,21.01392364501953,0.0004635048389900476,21.01392364501953,1.1551374197006226
12,149,0.0537235401570797,0.0004379766178317368,21.489416122436523,0.0004391693219076842,21.489416122436523,1.1926910877227783,,,,,,
12,155,,,,,,,0.05537489801645279,0.00043665850535035133,22.149959564208984,0.0004379056626930833,22.149959564208984,1.2471671104431152
13,167,,,,,,,0.05821193754673004,0.00041325963684357703,23.284770965576172,0.00041459276690147817,23.284770965576172,1.333133339881897
14,179,,,,,,,0.06110893189907074,0.0003919696609955281,24.443572998046875,0.0003933846892323345,24.443572998046875,1.4150491952896118
15,191,,,,,,,0.06409774720668793,0.0003719926462508738,25.63909912109375,0.0003734868369065225,25.63909912109375,1.4941495656967163
16,199,0.0658852756023407,0.00034507448435761034,26.354108810424805,0.0003466113703325391,26.354108810424805,1.5368865728378296,,,,,,
16,203,,,,,,,0.06718595325946808,0.0003534212592057884,26.874380111694336,0.00035499135265126824,26.874380111694336,1.5700902938842773
17,215,,,,,,,0.07038290798664093,0.00033597799483686686,28.15316390991211,0.00033762073144316673,28.15316390991211,1.6427356004714966
18,227,,,,,,,0.07368206232786179,0.00031943240901455283,29.472822189331055,0.00032114365603774786,29.472822189331055,1.7112499475479126
19,239,,,,,,,0.07710570096969604,0.00030364745180122554,30.842281341552734,0.00030542342574335635,30.842281341552734,1.7759559154510498
20,249,0.07976909726858139,0.0002760150528047234,31.907638549804688,0.00027783759287558496,31.907638549804688,1.8225345611572266,,,,,,
20,251,,,,,,,0.08067230135202408,0.0002883934648707509,32.2689208984375,0.0002902302658185363,32.2689208984375,1.8367938995361328
21,263,,,,,,,0.08437639474868774,0.00027352682081982493,33.75055694580078,0.0002754199376795441,33.75055694580078,1.893127202987671
22,275,,,,,,,0.08819699287414551,0.0002591670781839639,35.2787971496582,0.0002611112140584737,35.2787971496582,1.9441167116165161
23,287,,,,,,,0.09220332652330399,0.0002452686312608421,36.88132858276367,0.0002472598571330309,36.88132858276367,1.9912728071212769
24,299,0.09601202607154846,0.00020433175086509436,38.40481185913086,0.00020636178669519722,38.40481185913086,2.030032157897949,,,,,,
24,299,,,,,,,0.09636205434799194,0.0002316073514521122,38.544822692871094,0.00023364121443592012,38.544822692871094,2.033848285675049
25,311,,,,,,,0.10068626701831818,0.0002182803291361779,40.274505615234375,0.00022035284200683236,40.274505615234375,2.072519063949585
26,323,,,,,,,0.1052134707570076,0.0002050084585789591,42.08538818359375,0.00020711621618829668,42.08538818359375,2.1077587604522705
27,335,,,,,,,0.10994937270879745,0.0001920426293509081,43.97975158691406,0.0001941825175890699,43.97975158691406,2.1398794651031494
28,347,,,,,,,0.11486592143774033,0.00017905172717291862,45.94636917114258,0.00018122090841643512,45.94636917114258,2.169189453125
29,349,0.11528941243886948,0.00017079240933526307,46.11576461791992,0.00017296383157372475,46.11576461791992,2.1714158058166504,,,,,,
29,359,,,,,,,0.1200350970029831,0.00016615353524684906,48.0140380859375,0.0001683498703641817,48.0140380859375,2.196343183517456
30,371,,,,,,,0.12538471817970276,0.00015367082960437983,50.15388488769531,0.0001558924122946337,50.15388488769531,2.2215733528137207
31,383,,,,,,,0.13095104694366455,0.000141640062793158,52.38041687011719,0.0001438860927009955,52.38041687011719,2.246020793914795
32,395,,,,,,,0.136692076921463,0.00012973500997759402,54.67683029174805,0.00013200475950725377,54.67683029174805,2.269749879837036
33,399,0.13815821707248688,0.00011842817184515297,55.26328659057617,0.00012070406955899671,55.26328659057617,2.2758984565734863,,,,,,
33,407,,,,,,,0.14259733259677887,0.00011769103002734482,57.03893280029297,0.00011998440459137782,57.03893280029297,2.2933712005615234
34,419,,,,,,,0.1486365646123886,0.00010657445091055706,59.454627990722656,0.0001088917997549288,59.454627990722656,2.3173482418060303
