epoch,step,train_avg_p,train_bias,train_exp_L0,train_loss,train_sum_p,train_var_term,val_avg_p,val_bias,val_exp_L0,val_loss,val_sum_p,val_var_term
0,11,,,,,,,0.027658166363835335,0.001442295266315341,11.06326675415039,0.0014423980610445142,11.06326675415039,0.10299556702375412
1,23,,,,,,,0.028877798467874527,0.0011533264769241214,11.551119804382324,0.0011535125086084008,11.551119804382324,0.18603691458702087
2,35,,,,,,,0.029362211003899574,0.0009811354102566838,11.74488353729248,0.0009813773212954402,11.74488353729248,0.24185943603515625
3,47,,,,,,,0.031571537256240845,0.0008726267260499299,12.62861442565918,0.0008729648543521762,12.62861442565918,0.3381389081478119
4,49,0.03175909072160721,0.0008440552046522498,12.703636169433594,0.0008444010163657367,12.703636169433594,0.3457888662815094,,,,,,
4,59,,,,,,,0.03353029862046242,0.0007811296381987631,13.41211986541748,0.0007815534481778741,13.41211986541748,0.423736035823822
5,71,,,,,,,0.03592244163155556,0.0007112250896170735,14.368975639343262,0.0007117503555491567,14.368975639343262,0.525277316570282
6,83,,,,,,,0.038808103650808334,0.0006541238399222493,15.523241996765137,0.0006547658704221249,15.523241996765137,0.6420596241950989
7,95,,,,,,,0.04146910831332207,0.000604691740591079,16.587642669677734,0.0006054393597878516,16.587642669677734,0.7475508451461792
8,99,0.04212583601474762,0.0005796850309707224,16.85033416748047,0.000580457563046366,16.85033416748047,0.7725394368171692,,,,,,
8,107,,,,,,,0.044083669781684875,0.0005614947876892984,17.633468627929688,0.0005623434553854167,17.633468627929688,0.848656952381134
9,119,,,,,,,0.04682835564017296,0.0005242048064246774,18.731342315673828,0.0005251569673418999,18.731342315673828,0.9522196650505066
10,131,,,,,,,0.049654074013233185,0.0004917852929793298,19.861629486083984,0.0004928401904180646,19.861629486083984,1.0549027919769287
11,143,,,,,,,0.052491042762994766,0.0004629003524314612,20.996416091918945,0.0004640535044018179,20.996416091918945,1.1531579494476318
12,149,0.05366472154855728,0.00043896184070035815,21.46588897705078,0.0004401514306664467,21.46588897705078,1.1895800828933716,,,,,,
12,155,,,,,,,0.05530982092022896,0.00043715647188946605,22.12392807006836,0.00043840130092576146,22.12392807006836,1.2447823286056519
13,167,,,,,,,0.05815795063972473,0.0004138680815231055,23.263179779052734,0.0004151996108703315,23.263179779052734,1.331486701965332
14,179,,,,,,,0.06106741726398468,0.0003925218479707837,24.42696762084961,0.00039393611950799823,24.42696762084961,1.414298415184021
15,191,,,,,,,0.06406693160533905,0.00037244195118546486,25.626771926879883,0.00037393608363345265,25.626771926879883,1.494123101234436
16,199,0.0658646896481514,0.0003528471279423684,26.345874786376953,0.0003543843631632626,26.345874786376953,1.5372257232666016,,,,,,
16,203,,,,,,,0.06717002391815186,0.0003536392468959093,26.868009567260742,0.0003552101261448115,26.868009567260742,1.5708379745483398
17,215,,,,,,,0.07037118077278137,0.0003360991831868887,28.148473739624023,0.0003377432585693896,28.148473739624023,1.6440603733062744
18,227,,,,,,,0.07368138432502747,0.00031961005879566073,29.47255516052246,0.00032132340129464865,29.47255516052246,1.7133362293243408
