active_features,avg_mask_prob,epoch,recon_loss,sparsity_loss,step,train_loss,val_loss
,,0,,,37,,0.0022894381545484066
189.0,0.4976337254047394,1,0.00216117175295949,0.4976337254047394,49,0.0022109351120889187,
,,1,,,75,,0.0016976178158074617
198.0,0.4960957169532776,2,0.0014795194147154689,0.4960957169532776,99,0.0015291289892047644,
,,2,,,113,,0.0013297635596245527
201.0,0.49485668540000916,3,0.0008925977745093405,0.49485668540000916,149,0.0009420834248885512,
,,3,,,151,,0.0011601679725572467
,,4,,,189,,0.0011974681401625276
205.0,0.4935583472251892,5,0.0007998411310836673,0.4935583472251892,199,0.000849196978379041,
,,5,,,227,,0.0012217899784445763
196.0,0.49201446771621704,6,0.0009468781645409763,0.49201446771621704,249,0.0009960796451196074,
,,6,,,265,,0.0012695963960140944
194.0,0.4904197156429291,7,0.0006522851763293147,0.4904197156429291,299,0.000701327167917043,
,,7,,,303,,0.0013320095604285598
,,8,,,341,,0.0014473717892542481
183.0,0.4889337718486786,9,0.0006733565824106336,0.4889337718486786,349,0.0007222499698400497,
,,9,,,379,,0.0014382076915353537
185.0,0.4875911474227905,10,0.0007617351948283613,0.4875911474227905,399,0.0008104942971840501,
,,10,,,417,,0.001472420641221106
193.0,0.4866570234298706,11,0.0008757501491345465,0.4866570234298706,449,0.0009244158281944692,
,,11,,,455,,0.0014872471801936626
,,12,,,493,,0.0014844846446067095
197.0,0.48511797189712524,13,0.0007776075508445501,0.48511797189712524,499,0.0008261193288490176,
,,13,,,531,,0.0015415522502735257
200.0,0.4836985170841217,14,0.0006440164870582521,0.4836985170841217,549,0.0006923863547854125,
,,14,,,569,,0.0015711950836703181
188.0,0.48282068967819214,15,0.000735395064111799,0.48282068967819214,599,0.000783677154686302,
,,15,,,607,,0.0015644909581169486
,,16,,,645,,0.0015715977642685175
187.0,0.48228925466537476,17,0.0007168519077822566,0.48228925466537476,649,0.0007650808547623456,
,,17,,,683,,0.0015649392735213041
177.0,0.48172277212142944,18,0.0006411542417481542,0.48172277212142944,699,0.0006893264944665134,
,,18,,,721,,0.0015488206408917904
185.0,0.48144209384918213,19,0.0008108834736049175,0.48144209384918213,749,0.0008590276702307165,
,,19,,,759,,0.0015574307180941105
,,20,,,797,,0.0015262671513482928
190.0,0.4808048903942108,21,0.0006909857620485127,0.4808048903942108,799,0.0007390662794932723,
,,21,,,835,,0.001537419157102704
178.0,0.4803895354270935,22,0.0007836929289624095,0.4803895354270935,849,0.0008317318861372769,
,,22,,,873,,0.001553471083752811
193.0,0.4796799421310425,23,0.0006288217846304178,0.4796799421310425,899,0.0006767897866666317,
,,23,,,911,,0.0015531429089605808
192.0,0.47934219241142273,24,0.0006533673731610179,0.47934219241142273,949,0.000701301614753902,
,,24,,,949,,0.001571445376612246
,,25,,,987,,0.0015770024619996548
186.0,0.4791516065597534,26,0.0007618139497935772,0.4791516065597534,999,0.0008097290992736816,
,,26,,,1025,,0.001527969492599368
169.0,0.47897154092788696,27,0.000700423726812005,0.47897154092788696,1049,0.0007483208901248872,
,,27,,,1063,,0.0015250048600137234
191.0,0.4787173867225647,28,0.0006956188008189201,0.4787173867225647,1099,0.0007434905273839831,
,,28,,,1101,,0.0015590348048135638
,,29,,,1139,,0.0015103305922821164
189.0,0.47853150963783264,30,0.0007130627636797726,0.47853150963783264,1149,0.0007609159220010042,
,,30,,,1177,,0.001521049882285297
180.0,0.47843804955482483,31,0.0007389396196231246,0.47843804955482483,1199,0.0007867834065109491,
,,31,,,1215,,0.0015187881654128432
209.0,0.47811317443847656,32,0.0007043531513772905,0.47811317443847656,1249,0.0007521644583903253,
,,32,,,1253,,0.0015565914800390601
,,33,,,1291,,0.0015324996784329414
189.0,0.47796863317489624,34,0.0006737220101058483,0.47796863317489624,1299,0.0007215188816189766,
,,34,,,1329,,0.0015383256832137704
204.0,0.4779404401779175,35,0.0006339906249195337,0.4779404401779175,1349,0.0006817846442572773,
,,35,,,1367,,0.0015982494223862886
195.0,0.477688729763031,36,0.0005832450115121901,0.477688729763031,1399,0.000631013885140419,
,,36,,,1405,,0.0015337328659370542
,,37,,,1443,,0.0015649305423721671
199.0,0.47760090231895447,38,0.0006163222133181989,0.47760090231895447,1449,0.0006640822975896299,
,,38,,,1481,,0.001540504046715796
193.0,0.4776030480861664,39,0.0007747486233711243,0.4776030480861664,1499,0.0008225089404731989,
,,39,,,1519,,0.001538354204967618
210.0,0.4774722158908844,40,0.0006956906290724874,0.4774722158908844,1549,0.0007434378494508564,
,,40,,,1557,,0.0015711869345977902
,,41,,,1595,,0.0015705758705735207
221.0,0.47735288739204407,42,0.0007055558380670846,0.47735288739204407,1599,0.0007532911258749664,
,,42,,,1633,,0.0015113570261746645
186.0,0.4773959219455719,43,0.0006110211252234876,0.4773959219455719,1649,0.000658760720398277,
,,43,,,1671,,0.0015114664565771818
191.0,0.4773221015930176,44,0.00080397684359923,0.4773221015930176,1699,0.0008517090464010835,
,,44,,,1709,,0.001484215259552002
,,45,,,1747,,0.0014848090941086411
207.0,0.47721511125564575,46,0.0009237373596988618,0.47721511125564575,1749,0.0009714588522911072,
,,46,,,1785,,0.0014772196300327778
203.0,0.4772163927555084,47,0.0006848117336630821,0.4772163927555084,1799,0.0007325334008783102,
,,47,,,1823,,0.001558837597258389
198.0,0.4770684242248535,48,0.0006549257086589932,0.4770684242248535,1849,0.0007026325329206884,
,,48,,,1861,,0.001504011801443994
189.0,0.477090984582901,49,0.0005435338825918734,0.477090984582901,1899,0.0005912429769523442,
,,49,,,1899,,0.0015458811540156603
,,50,,,1937,,0.0015242646913975477
185.0,0.477085143327713,51,0.0006020372966304421,0.477085143327713,1949,0.0006497458089143038,
,,51,,,1975,,0.0015479158610105515
195.0,0.4770487844944,52,0.0006721719983033836,0.4770487844944,1999,0.0007198769017122686,
,,52,,,2013,,0.0015425932360813022
199.0,0.47702327370643616,53,0.0006369253387674689,0.47702327370643616,2049,0.0006846276810392737,
,,53,,,2051,,0.001523977261967957
,,54,,,2089,,0.0014994534431025386
196.0,0.4770110249519348,55,0.0006534162093885243,0.4770110249519348,2099,0.0007011173292994499,
,,55,,,2127,,0.0015489544020965695
183.0,0.476936012506485,56,0.000682693556882441,0.476936012506485,2149,0.0007303871680051088,
,,56,,,2165,,0.0015453449450433254
